//dist, ballAng, tarAng, coll, obstAng, spin, for0, for1
 255.958, -0.934, -0.313, 440.900, 2.123, -0.021, 0.637, 0.448
 251.096, -0.936, -0.287, 445.280, 2.163, -0.024, 0.614, 0.412
 246.343, -0.935, -0.262, 449.866, 2.204, -0.026, 0.593, 0.375
 241.709, -0.933, -0.236, 454.631, 2.247, -0.028, 0.596, 0.338
 237.227, -0.929, -0.211, 459.517, 2.290, -0.029, 0.601, 0.302
 232.859, -0.925, -0.185, 464.536, 2.333, -0.030, 0.606, 0.266
 228.552, -0.918, -0.160, 469.712, 2.377, -0.032, 0.608, 0.230
 224.176, -0.907, -0.136, 475.130, 2.423, -0.035, 0.605, 0.195
 219.853, -0.893, -0.112, 480.663, 2.471, -0.038, 0.601, 0.160
 215.600, -0.875, -0.087, 486.279, 2.523, -0.042, 0.618, 0.162
 211.387, -0.853, -0.063, 491.978, 2.578, -0.046, 0.648, 0.175
 207.156, -0.827, -0.040, 497.784, 2.636, -0.050, 0.681, 0.191
 202.896, -0.795, -0.016, 503.698, 2.699, -0.055, 0.719, 0.210
 198.573, -0.758, 0.007, 508.559, 2.020, -0.060, 0.750, 0.217
 194.168, -0.715, 0.030, 510.856, 2.098, -0.066, 0.750, 0.198
 189.638, -0.666, 0.053, 513.557, 2.182, -0.072, 0.750, 0.183
 185.002, -0.610, 0.075, 516.626, 2.272, -0.078, 0.750, 0.168
 180.256, -0.548, 0.097, 520.050, 2.366, -0.084, 0.750, 0.154
 175.370, -0.479, 0.118, 523.850, 2.466, -0.090, 0.649, 0.141
 170.372, -0.407, 0.138, 527.987, 2.568, -0.093, 0.527, 0.124
 165.333, -0.332, 0.157, 532.365, 2.669, -0.094, 0.441, 0.102
 160.355, -0.258, 0.175, 536.847, 2.768, -0.092, 0.391, 0.098
 155.478, -0.186, 0.191, 541.365, 2.863, -0.088, 0.413, 0.116
 150.738, -0.115, 0.205, 545.856, 2.954, -0.086, 0.423, 0.220
 146.077, -0.046, 0.218, 550.357, 3.039, -0.081, 0.440, 0.342
 141.436, 0.016, 0.228, 554.897, 3.116, -0.073, 0.451, 0.423
 136.801, 0.073, 0.237, 559.473, -3.099, -0.065, 0.467, 0.411
 132.142, 0.126, 0.243, 564.102, -3.038, -0.059, 0.481, 0.402
 127.401, 0.177, 0.247, 568.828, -2.982, -0.055, 0.457, 0.396
 122.602, 0.227, 0.249, 569.915, 2.047, -0.052, 0.411, 0.393
 117.775, 0.273, 0.249, 571.055, 2.093, -0.047, 0.359, 0.392
 112.995, 0.317, 0.247, 572.560, 2.135, -0.041, 0.354, 0.429
 108.276, 0.357, 0.242, 574.399, 2.170, -0.036, 0.347, 0.471
 103.595, 0.394, 0.236, 576.489, 2.200, -0.030, 0.337, 0.517
 98.977, 0.426, 0.226, 578.815, 2.223, -0.023, 0.324, 0.564
 94.388, 0.453, 0.215, 581.326, 2.239, -0.016, 0.308, 0.610
 89.828, 0.476, 0.202, 584.005, 2.248, -0.009, 0.289, 0.653
 85.292, 0.494, 0.186, 586.832, 2.251, -0.003, 0.266, 0.689
 80.782, 0.508, 0.168, 589.789, 2.247, 0.004, 0.241, 0.718
 76.306, 0.516, 0.148, 592.842, 2.235, 0.012, 0.212, 0.664
 71.880, 0.519, 0.126, 595.971, 2.216, 0.019, 0.180, 0.592
 67.511, 0.516, 0.101, 599.133, 2.188, 0.028, 0.165, 0.585
 63.166, 0.508, 0.075, 602.286, 2.153, 0.035, 0.176, 0.602
 58.799, 0.494, 0.047, 605.377, 2.112, 0.042, 0.214, 0.642
 54.400, 0.476, 0.017, 608.385, 2.064, 0.048, 0.206, 0.657
 49.937, 0.454, -0.014, 608.716, -1.131, 0.053, 0.178, 0.635
 45.424, 0.428, -0.047, 605.955, -1.190, 0.059, 0.145, 0.595
 40.890, 0.398, -0.082, 603.373, -1.255, 0.065, 0.112, 0.552
 36.367, 0.364, -0.118, 601.023, -1.324, 0.070, 0.080, 0.509
 31.922, 0.328, -0.155, 598.875, -1.398, 0.073, 0.044, 0.470
 27.576, 0.290, -0.193, 597.058, -1.473, 0.076, 0.043, 0.443
 23.360, 0.251, -0.230, 595.549, -1.550, 0.076, 0.042, 0.407
 19.368, 0.212, -0.267, 594.341, -1.626, 0.076, 0.060, 0.368
 20.704, 0.150, -0.282, 593.443, -1.702, 0.076, 0.170, 0.347
 22.193, 0.085, -0.289, 592.870, -1.775, 0.073, 0.334, 0.335
 23.640, 0.020, -0.290, 592.709, -1.841, 0.066, 0.615, 0.334
 25.031, -0.042, -0.286, 592.892, -1.898, 0.058, 0.653, 0.340
 26.366, -0.099, -0.279, 593.299, -1.948, 0.050, 0.553, 0.351
 27.622, -0.154, -0.268, 593.960, -1.991, 0.043, 0.477, 0.366
 28.801, -0.205, -0.255, 594.848, -2.029, 0.038, 0.426, 0.385
 29.925, -0.256, -0.237, 596.063, -2.062, 0.033, 0.398, 0.383
 31.002, -0.306, -0.216, 597.543, -2.091, 0.029, 0.439, 0.312
 32.036, -0.352, -0.194, 599.176, -2.115, 0.024, 0.471, 0.279
 33.060, -0.393, -0.171, 600.941, -2.133, 0.017, 0.505, 0.245
 34.125, -0.429, -0.146, 602.909, -2.143, 0.010, 0.541, 0.209
 35.237, -0.458, -0.120, 605.018, -2.146, 0.003, 0.578, 0.172
 36.368, -0.480, -0.093, 607.214, -2.141, -0.005, 0.617, 0.133
 37.544, -0.493, -0.066, 609.485, -2.127, -0.014, 0.655, 0.095
 38.756, -0.497, -0.040, 608.206, 1.037, -0.023, 0.691, 0.086
 39.967, -0.492, -0.014, 605.912, 1.068, -0.031, 0.699, 0.120
 41.151, -0.477, 0.010, 603.650, 1.108, -0.040, 0.674, 0.135
 42.269, -0.452, 0.033, 601.456, 1.156, -0.048, 0.635, 0.126
 43.292, -0.419, 0.055, 599.346, 1.210, -0.055, 0.588, 0.118
 44.222, -0.378, 0.074, 597.339, 1.271, -0.061, 0.535, 0.110
 45.050, -0.331, 0.093, 595.452, 1.337, -0.066, 0.490, 0.122
 45.777, -0.278, 0.108, 593.744, 1.406, -0.069, 0.451, 0.163
 46.411, -0.224, 0.121, 592.261, 1.474, -0.068, 0.468, 0.208
 46.943, -0.170, 0.132, 590.979, 1.538, -0.065, 0.463, 0.189
 47.365, -0.117, 0.141, 589.917, 1.600, -0.062, 0.470, 0.235
 47.677, -0.063, 0.146, 589.085, 1.660, -0.060, 0.493, 0.389
 47.832, -0.010, 0.150, 588.469, 1.716, -0.057, 0.517, 0.544
 47.778, 0.044, 0.151, 588.128, 1.771, -0.055, 0.530, 0.585
 47.514, 0.098, 0.149, 588.012, 1.824, -0.053, 0.536, 0.594
 47.077, 0.154, 0.144, 588.271, 1.875, -0.051, 0.529, 0.540
 46.480, 0.213, 0.134, 588.878, 1.925, -0.050, 0.445, 0.523
 45.792, 0.271, 0.122, 589.750, 1.970, -0.045, 0.362, 0.517
 45.145, 0.327, 0.105, 591.046, 2.009, -0.039, 0.282, 0.568
 44.583, 0.379, 0.083, 592.658, 2.040, -0.031, 0.207, 0.615
 44.102, 0.425, 0.059, 594.442, 2.062, -0.022, 0.142, 0.659
 43.720, 0.463, 0.033, 596.379, 2.074, -0.012, 0.087, 0.700
 43.459, 0.494, 0.004, 598.488, 2.077, -0.003, 0.044, 0.743
 43.323, 0.517, -0.026, 600.740, 2.070, 0.007, -0.012, 0.740
 43.253, 0.531, -0.056, 603.018, 2.054, 0.016, -0.017, 0.750
 43.264, 0.536, -0.088, 605.339, 2.028, 0.026, -0.023, 0.750
 43.304, 0.531, -0.118, 607.612, 1.992, 0.036, -0.028, 0.750
 43.379, 0.515, -0.148, 609.852, 1.947, 0.045, -0.031, 0.734
 43.467, 0.489, -0.178, 607.975, -1.250, 0.055, -0.034, 0.682
 43.544, 0.452, -0.206, 604.494, -0.053, 0.065, -0.036, 0.613
 43.592, 0.405, -0.231, 599.447, -0.125, 0.073, -0.038, 0.533
 43.624, 0.347, -0.254, 594.480, -0.205, 0.080, -0.041, 0.453
 43.735, 0.284, -0.275, 589.684, -0.289, 0.083, -0.035, 0.401
 43.969, 0.217, -0.292, 585.142, -0.373, 0.084, 0.077, 0.332
 44.308, 0.147, -0.304, 580.877, -0.456, 0.082, 0.197, 0.314
 44.677, 0.079, -0.313, 576.851, -0.533, 0.076, 0.372, 0.302
 45.009, 0.015, -0.317, 573.033, -0.603, 0.068, 0.569, 0.296
 45.306, -0.044, -0.317, 569.409, -0.664, 0.059, 0.615, 0.296
 45.565, -0.098, -0.314, 565.928, -0.717, 0.050, 0.572, 0.301
 45.783, -0.146, -0.308, 562.562, -0.762, 0.043, 0.508, 0.309
 45.958, -0.190, -0.299, 559.315, -0.801, 0.035, 0.459, 0.321
 46.077, -0.232, -0.288, 556.184, -0.835, 0.030, 0.416, 0.337
 46.127, -0.270, -0.275, 553.111, -0.864, 0.025, 0.363, 0.387
 46.098, -0.306, -0.260, 550.073, -0.890, 0.021, 0.377, 0.373
 46.009, -0.343, -0.243, 547.115, -0.914, 0.019, 0.403, 0.347
 45.861, -0.380, -0.223, 544.213, -0.936, 0.017, 0.431, 0.319
 45.670, -0.416, -0.201, 541.272, -0.252, 0.013, 0.431, 0.319
 45.465, -0.449, -0.177, 536.920, -0.263, 0.009, 0.448, 0.302
 45.258, -0.478, -0.152, 532.512, -0.268, 0.004, 0.479, 0.271
 45.071, -0.504, -0.125, 528.069, -0.269, -0.001, 0.512, 0.238
 44.898, -0.524, -0.098, 523.585, -0.263, -0.008, 0.547, 0.203
 44.740, -0.538, -0.070, 519.057, -0.251, -0.014, 0.597, 0.153
 44.617, -0.545, -0.041, 514.503, -0.231, -0.022, 0.658, 0.125
 44.532, -0.544, -0.012, 509.932, -0.203, -0.031, 0.724, 0.152
 44.441, -0.534, 0.017, 505.315, -0.167, -0.039, 0.750, 0.135
 44.286, -0.516, 0.045, 500.624, -0.122, -0.046, 0.737, 0.102
 44.058, -0.489, 0.072, 495.872, -0.070, -0.054, 0.688, 0.091
 43.764, -0.453, 0.098, 491.079, -0.009, -0.062, 0.626, 0.083
 43.421, -0.407, 0.122, 486.259, 0.059, -0.070, 0.558, 0.075
 43.026, -0.354, 0.144, 481.458, 0.134, -0.076, 0.491, 0.064
 42.600, -0.295, 0.163, 476.736, 0.212, -0.078, 0.440, 0.071
 42.195, -0.233, 0.180, 472.161, 0.290, -0.079, 0.436, 0.118
 41.780, -0.171, 0.193, 467.700, 0.366, -0.076, 0.462, 0.170
 41.280, -0.111, 0.204, 463.273, 0.439, -0.072, 0.458, 0.289
 40.659, -0.052, 0.212, 458.884, 0.508, -0.067, 0.446, 0.469
 39.907, 0.006, 0.217, 454.549, 0.572, -0.062, 0.439, 0.736
 39.062, 0.061, 0.217, 450.342, 0.631, -0.056, 0.439, 0.625
 38.145, 0.114, 0.214, 446.274, 0.685, -0.050, 0.444, 0.548
 37.167, 0.165, 0.206, 442.347, 0.732, -0.043, 0.455, 0.493
 36.109, 0.217, 0.193, 438.551, 0.776, -0.039, 0.439, 0.460
 34.946, 0.270, 0.177, 434.830, 0.818, -0.036, 0.364, 0.453
 33.706, 0.322, 0.157, 431.159, 0.857, -0.033, 0.289, 0.504
 32.458, 0.370, 0.135, 427.560, 0.890, -0.026, 0.220, 0.550
 31.301, 0.414, 0.108, 424.160, 0.915, -0.018, 0.157, 0.594
 30.249, 0.452, 0.079, 420.927, 0.931, -0.009, 0.113, 0.637
 29.295, 0.483, 0.047, 417.817, 0.938, 0.001, 0.067, 0.683
 28.453, 0.507, 0.012, 414.833, 0.936, 0.010, 0.039, 0.726
 27.718, 0.524, -0.024, 411.944, 0.924, 0.020, 0.038, 0.750
 27.775, 0.525, -0.055, 409.095, 0.903, 0.029, 0.029, 0.750
 28.326, 0.513, -0.081, 406.258, 0.873, 0.039, 0.028, 0.731
 28.883, 0.490, -0.106, 403.432, 0.834, 0.048, 0.027, 0.692
 29.397, 0.457, -0.129, 400.548, 0.785, 0.057, 0.027, 0.636
 29.852, 0.413, -0.151, 397.583, 0.727, 0.066, 0.028, 0.569
 30.216, 0.357, -0.168, 394.478, 0.662, 0.074, 0.030, 0.497
 30.571, 0.294, -0.183, 391.336, 0.591, 0.078, 0.049, 0.440
 30.960, 0.228, -0.195, 388.207, 0.520, 0.079, 0.105, 0.438
 31.312, 0.159, -0.202, 384.971, 0.450, 0.076, 0.190, 0.458
 31.548, 0.088, -0.204, 381.550, 0.383, 0.072, 0.350, 0.458
 31.658, 0.020, -0.202, 377.973, 0.322, 0.067, 0.628, 0.461
 31.649, -0.047, -0.197, 374.244, 0.265, 0.062, 0.638, 0.430
 31.553, -0.111, -0.188, 370.370, 0.214, 0.056, 0.553, 0.466
 31.381, -0.173, -0.176, 366.357, 0.168, 0.050, 0.501, 0.498
 31.062, -0.236, -0.160, 362.132, 0.124, 0.048, 0.482, 0.411
 30.666, -0.302, -0.139, 357.726, 0.082, 0.045, 0.513, 0.318
 30.314, -0.365, -0.113, 353.228, 0.046, 0.039, 0.572, 0.227
 30.051, -0.424, -0.085, 348.698, 0.018, 0.030, 0.625, 0.143
 29.885, -0.476, -0.054, 344.154, -0.002, 0.021, 0.673, 0.077
 29.849, -0.521, -0.020, 339.608, -0.012, 0.012, 0.721, 0.029
 29.965, -0.558, 0.016, 335.064, -0.013, 0.002, 0.750, -0.022
 30.187, -0.586, 0.052, 330.521, -0.005, -0.008, 0.750, -0.044
 31.036, -0.601, 0.084, 325.982, 0.012, -0.017, 0.750, -0.050
 32.168, -0.604, 0.114, 321.443, 0.039, -0.027, 0.750, -0.053
 33.321, -0.596, 0.143, 316.906, 0.076, -0.037, 0.750, -0.055
 34.468, -0.577, 0.170, 312.374, 0.123, -0.046, 0.750, -0.055
 35.594, -0.547, 0.196, 307.853, 0.180, -0.056, 0.750, -0.052
 36.675, -0.505, 0.219, 303.352, 0.246, -0.065, 0.702, -0.050
 37.691, -0.451, 0.240, 298.888, 0.322, -0.075, 0.597, -0.042
 38.616, -0.386, 0.258, 294.500, 0.408, -0.083, 0.494, -0.037
 39.525, -0.313, 0.273, 290.229, 0.499, -0.089, 0.423, -0.036
 40.477, -0.234, 0.286, 286.163, 0.593, -0.091, 0.343, 0.048
 41.429, -0.154, 0.293, 282.387, 0.685, -0.088, 0.333, 0.170
 42.357, -0.075, 0.296, 278.876, 0.772, -0.082, 0.326, 0.372
 43.241, -0.001, 0.295, 275.620, 0.851, -0.073, 0.327, 0.653
 44.084, 0.068, 0.291, 272.586, 0.922, -0.065, 0.334, 0.607
 44.894, 0.132, 0.283, 269.756, 0.985, -0.056, 0.344, 0.511
 45.659, 0.192, 0.273, 267.133, 1.043, -0.049, 0.359, 0.440
 46.364, 0.249, 0.259, 264.706, 1.096, -0.044, 0.379, 0.386
 47.001, 0.305, 0.244, 262.437, 1.146, -0.040, 0.349, 0.401
 47.597, 0.358, 0.226, 260.326, 1.191, -0.035, 0.323, 0.427
 48.196, 0.407, 0.206, 258.408, 1.231, -0.029, 0.294, 0.456
 48.797, 0.454, 0.183, 256.685, 1.268, -0.024, 0.262, 0.488
 49.426, 0.497, 0.159, 255.144, 1.298, -0.018, 0.228, 0.522
 50.130, 0.535, 0.133, 253.835, 1.323, -0.012, 0.192, 0.558
 50.891, 0.567, 0.106, 252.676, 1.341, -0.005, 0.165, 0.585
 51.723, 0.591, 0.078, 251.663, 1.352, 0.003, 0.131, 0.619
 52.584, 0.608, 0.051, 250.716, 1.354, 0.011, 0.093, 0.657
 53.488, 0.615, 0.023, 249.844, 1.348, 0.020, 0.099, 0.703
 54.407, 0.614, -0.004, 249.006, 1.334, 0.029, 0.131, 0.750
 55.307, 0.603, -0.030, 248.168, 1.312, 0.036, 0.111, 0.750
 56.176, 0.585, -0.056, 247.320, 1.282, 0.044, 0.096, 0.750
 56.994, 0.557, -0.080, 246.428, 1.245, 0.052, 0.085, 0.750
 57.751, 0.521, -0.103, 245.475, 1.200, 0.060, 0.076, 0.743
 58.394, 0.476, -0.125, 242.694, -0.418, 0.067, 0.068, 0.642
 58.905, 0.423, -0.146, 238.434, -0.495, 0.073, 0.060, 0.550
 59.309, 0.363, -0.164, 234.233, -0.580, 0.079, 0.053, 0.471
 59.642, 0.297, -0.180, 230.190, -0.668, 0.082, 0.051, 0.412
 59.949, 0.229, -0.193, 226.395, -0.756, 0.081, 0.076, 0.411
 60.247, 0.161, -0.203, 222.894, -0.842, 0.078, 0.125, 0.421
 60.495, 0.093, -0.210, 219.596, -0.925, 0.074, 0.229, 0.421
 60.649, 0.029, -0.215, 216.480, -1.004, 0.069, 0.352, 0.418
 60.711, -0.032, -0.217, 213.603, -1.078, 0.063, 0.417, 0.417
 60.683, -0.090, -0.216, 210.976, -1.147, 0.057, 0.417, 0.417
 60.583, -0.145, -0.212, 208.627, -1.210, 0.051, 0.420, 0.420
 60.389, -0.196, -0.206, 206.461, -1.269, 0.045, 0.423, 0.423
 60.088, -0.248, -0.197, 204.629, -1.327, 0.043, 0.429, 0.386
 59.677, -0.300, -0.184, 203.048, -1.383, 0.040, 0.443, 0.342
 59.209, -0.350, -0.170, 201.690, -1.436, 0.035, 0.462, 0.292
 58.757, -0.396, -0.153, 200.590, -1.482, 0.029, 0.484, 0.266
 58.365, -0.436, -0.134, 196.951, -0.559, 0.021, 0.509, 0.241
 58.044, -0.470, -0.113, 193.034, -0.572, 0.014, 0.538, 0.212
 57.754, -0.497, -0.092, 189.131, -0.578, 0.005, 0.570, 0.180
 57.507, -0.516, -0.069, 185.247, -0.574, -0.003, 0.607, 0.143
 57.304, -0.527, -0.046, 181.380, -0.562, -0.012, 0.649, 0.101
 57.141, -0.530, -0.022, 177.520, -0.542, -0.021, 0.698, 0.117
 56.991, -0.525, 0.002, 173.636, -0.512, -0.030, 0.750, 0.152
 56.860, -0.512, 0.026, 169.733, -0.475, -0.037, 0.722, 0.129
 56.653, -0.491, 0.050, 165.718, -0.430, -0.045, 0.677, 0.110
 56.393, -0.461, 0.073, 161.620, -0.377, -0.053, 0.624, 0.096
 56.069, -0.424, 0.096, 157.432, -0.317, -0.060, 0.517, 0.085
 329.816, -1.051, -0.520, 389.409, 1.608, 1.254, 0.750, -0.005
 329.788, -1.048, -0.520, 389.412, 1.611, -0.003, 0.731, 0.739
 329.692, -1.043, -0.519, 389.398, 1.617, -0.005, 0.715, 0.739
 329.444, -1.039, -0.518, 389.431, 1.624, -0.006, 0.714, 0.737
 329.065, -1.035, -0.517, 389.486, 1.631, -0.005, 0.716, 0.733
 328.547, -1.032, -0.515, 389.577, 1.638, -0.005, 0.716, 0.728
 327.930, -1.030, -0.512, 389.660, 1.646, -0.005, 0.717, 0.721
 327.198, -1.028, -0.508, 389.758, 1.655, -0.005, 0.717, 0.714
 326.342, -1.027, -0.504, 389.885, 1.664, -0.005, 0.717, 0.706
 325.377, -1.026, -0.500, 390.032, 1.674, -0.005, 0.717, 0.697
 324.292, -1.026, -0.495, 390.217, 1.684, -0.005, 0.717, 0.687
 323.109, -1.026, -0.489, 390.421, 1.695, -0.005, 0.718, 0.677
 321.827, -1.027, -0.482, 390.654, 1.707, -0.005, 0.719, 0.667
 320.451, -1.029, -0.475, 390.922, 1.719, -0.005, 0.719, 0.656
 318.965, -1.031, -0.468, 391.251, 1.732, -0.005, 0.720, 0.644
 317.340, -1.034, -0.459, 391.688, 1.745, -0.006, 0.718, 0.633
 315.595, -1.036, -0.450, 392.218, 1.760, -0.006, 0.717, 0.622
 313.744, -1.040, -0.441, 392.843, 1.775, -0.006, 0.717, 0.611
 311.805, -1.044, -0.430, 393.551, 1.790, -0.006, 0.718, 0.600
 309.784, -1.049, -0.419, 394.353, 1.806, -0.006, 0.719, 0.586
 307.619, -1.054, -0.408, 395.333, 1.823, -0.007, 0.718, 0.569
 305.369, -1.060, -0.395, 396.438, 1.841, -0.006, 0.719, 0.550
 303.040, -1.066, -0.382, 397.679, 1.858, -0.007, 0.717, 0.524
 300.636, -1.074, -0.368, 399.070, 1.877, -0.007, 0.715, 0.496
 298.141, -1.081, -0.354, 400.649, 1.896, -0.007, 0.710, 0.467
 295.580, -1.087, -0.338, 402.406, 1.918, -0.009, 0.701, 0.439
 292.986, -1.093, -0.322, 404.326, 1.941, -0.010, 0.691, 0.411
 290.358, -1.097, -0.305, 406.426, 1.967, -0.013, 0.675, 0.383
 287.690, -1.098, -0.288, 408.730, 1.996, -0.016, 0.653, 0.358
 285.021, -1.095, -0.270, 411.212, 2.030, -0.021, 0.621, 0.337
 282.353, -1.086, -0.252, 413.877, 2.070, -0.027, 0.592, 0.321
 279.666, -1.072, -0.233, 416.745, 2.116, -0.033, 0.576, 0.309
 276.955, -1.053, -0.215, 419.816, 2.166, -0.037, 0.567, 0.302
 274.244, -1.031, -0.196, 423.060, 2.219, -0.041, 0.563, 0.281
 271.560, -1.007, -0.177, 426.444, 2.274, -0.043, 0.563, 0.254
 268.811, -0.980, -0.159, 430.036, 2.330, -0.045, 0.563, 0.228
 265.927, -0.950, -0.141, 433.885, 2.389, -0.048, 0.562, 0.202
 262.936, -0.916, -0.123, 437.942, 2.450, -0.052, 0.569, 0.197
 259.877, -0.878, -0.106, 442.161, 2.515, -0.056, 0.585, 0.212
 256.731, -0.837, -0.088, 446.545, 2.582, -0.058, 0.605, 0.221
 253.447, -0.794, -0.071, 451.120, 2.650, -0.061, 0.627, 0.232
 249.996, -0.746, -0.055, 455.891, 2.721, -0.064, 0.649, 0.244
 246.358, -0.696, -0.039, 460.848, 2.793, -0.066, 0.675, 0.252
 242.558, -0.643, -0.023, 465.975, 2.868, -0.069, 0.702, 0.265
 238.583, -0.587, -0.007, 471.286, 2.945, -0.071, 0.734, 0.273
 234.347, -0.529, 0.008, 475.182, 2.226, -0.073, 0.750, 0.264
 229.731, -0.468, 0.022, 478.082, 2.311, -0.075, 0.641, 0.244
 224.828, -0.406, 0.035, 481.468, 2.396, -0.076, 0.550, 0.224
 219.790, -0.344, 0.048, 485.160, 2.480, -0.075, 0.482, 0.200
 214.722, -0.284, 0.060, 489.051, 2.561, -0.072, 0.447, 0.232
 209.665, -0.227, 0.071, 493.089, 2.637, -0.068, 0.466, 0.284
 204.569, -0.175, 0.082, 497.305, 2.707, -0.063, 0.507, 0.331
 199.383, -0.126, 0.092, 501.739, 2.772, -0.058, 0.528, 0.354
 194.059, -0.080, 0.100, 506.442, 2.832, -0.055, 0.541, 0.400
 188.596, -0.036, 0.107, 511.391, 2.889, -0.052, 0.553, 0.496
 183.004, 0.006, 0.114, 516.566, 2.942, -0.048, 0.566, 0.582
 177.283, 0.045, 0.119, 521.951, 2.990, -0.044, 0.581, 0.580
 171.384, 0.084, 0.123, 527.575, 3.036, -0.043, 0.584, 0.574
 165.300, 0.123, 0.126, 533.441, 3.081, -0.042, 0.573, 0.570
 159.059, 0.161, 0.127, 539.519, 3.124, -0.040, 0.519, 0.555
 152.724, 0.197, 0.128, 545.741, -3.121, -0.036, 0.468, 0.539
 146.393, 0.229, 0.126, 552.018, -3.089, -0.030, 0.422, 0.525
 140.094, 0.255, 0.123, 558.317, -3.066, -0.023, 0.385, 0.514
 133.845, 0.275, 0.119, 564.615, -3.049, -0.016, 0.356, 0.524
 127.650, 0.289, 0.112, 570.905, -3.041, -0.008, 0.336, 0.540
 121.511, 0.298, 0.104, 577.184, -3.041, -0.000, 0.324, 0.556
 115.408, 0.300, 0.095, 583.461, -3.049, 0.007, 0.320, 0.570
 109.322, 0.296, 0.084, 589.753, -3.063, 0.014, 0.326, 0.584
 103.244, 0.287, 0.072, 596.063, -3.085, 0.021, 0.339, 0.599
 97.126, 0.273, 0.060, 601.838, 1.903, 0.027, 0.360, 0.593
 90.953, 0.255, 0.046, 603.987, 1.871, 0.031, 0.385, 0.572
 84.713, 0.235, 0.032, 606.061, 1.837, 0.034, 0.414, 0.569
 78.387, 0.215, 0.016, 608.057, 1.802, 0.035, 0.442, 0.576
 71.940, 0.197, 0.000, 609.953, 1.769, 0.034, 0.467, 0.589
 65.329, 0.181, -0.016, 608.317, -1.406, 0.033, 0.448, 0.593
 58.568, 0.165, -0.033, 606.731, -1.439, 0.033, 0.387, 0.571
 51.742, 0.150, -0.051, 605.307, -1.472, 0.034, 0.381, 0.582
 44.901, 0.133, -0.070, 604.047, -1.508, 0.035, 0.337, 0.568
 38.068, 0.116, -0.090, 602.978, -1.545, 0.037, 0.288, 0.551
 31.314, 0.097, -0.111, 602.079, -1.585, 0.040, 0.278, 0.530
 24.664, 0.078, -0.134, 601.359, -1.627, 0.042, 0.357, 0.513
 18.144, 0.061, -0.158, 600.841, -1.668, 0.041, 0.433, 0.497
 21.303, 0.037, -0.172, 600.507, -1.705, 0.037, 0.543, 0.493
 24.660, 0.014, -0.180, 600.420, -1.735, 0.030, 0.662, 0.492
 27.909, -0.007, -0.183, 600.665, -1.759, 0.024, 0.735, 0.488
 31.054, -0.027, -0.181, 601.250, -1.776, 0.017, 0.696, 0.491
 34.086, -0.043, -0.175, 602.143, -1.786, 0.010, 0.667, 0.499
 36.924, -0.057, -0.168, 603.176, -1.793, 0.007, 0.646, 0.509
 39.579, -0.069, -0.161, 604.328, -1.796, 0.003, 0.630, 0.519
 42.042, -0.078, -0.153, 605.577, -1.796, 0.000, 0.620, 0.531
 44.337, -0.084, -0.145, 606.907, -1.794, -0.002, 0.612, 0.540
 46.446, -0.089, -0.137, 608.327, -1.790, -0.004, 0.604, 0.548
 48.357, -0.094, -0.128, 609.841, -1.785, -0.005, 0.578, 0.557
 50.086, -0.098, -0.120, 608.624, 1.362, -0.005, 0.565, 0.565
 51.661, -0.102, -0.111, 607.061, 1.366, -0.004, 0.574, 0.574
 53.111, -0.108, -0.103, 605.457, 1.369, -0.003, 0.580, 0.574
 54.434, -0.114, -0.095, 603.852, 1.372, -0.003, 0.584, 0.560
 55.627, -0.119, -0.087, 602.252, 1.375, -0.003, 0.589, 0.546
 56.705, -0.124, -0.080, 600.656, 1.379, -0.004, 0.594, 0.534
 57.705, -0.126, -0.073, 599.069, 1.384, -0.006, 0.600, 0.524
 58.645, -0.126, -0.066, 597.475, 1.392, -0.008, 0.606, 0.517
 59.524, -0.123, -0.059, 595.886, 1.403, -0.010, 0.614, 0.514
 60.338, -0.118, -0.053, 594.362, 1.415, -0.012, 0.625, 0.520
 61.078, -0.109, -0.048, 592.890, 1.429, -0.014, 0.639, 0.537
 61.708, -0.099, -0.044, 591.498, 1.445, -0.016, 0.650, 0.556
 62.205, -0.087, -0.040, 590.168, 1.462, -0.017, 0.650, 0.577
 62.547, -0.073, -0.037, 588.939, 1.479, -0.017, 0.648, 0.601
 62.727, -0.059, -0.035, 587.795, 1.496, -0.017, 0.650, 0.626
 62.741, -0.045, -0.034, 586.738, 1.511, -0.015, 0.657, 0.649
 62.584, -0.033, -0.034, 578.627, 0.242, -0.013, 0.666, 0.670
 62.242, -0.021, -0.035, 569.815, 0.256, -0.011, 0.663, 0.663
 61.719, -0.010, -0.038, 560.905, 0.269, -0.010, 0.658, 0.658
 61.037, 0.001, -0.041, 551.909, 0.281, -0.008, 0.649, 0.653
 60.230, 0.010, -0.045, 542.865, 0.291, -0.006, 0.597, 0.641
 59.353, 0.018, -0.050, 533.828, 0.298, -0.003, 0.561, 0.633
 58.471, 0.022, -0.056, 524.862, 0.302, 0.001, 0.541, 0.626
 57.613, 0.024, -0.063, 515.984, 0.303, 0.004, 0.532, 0.618
 56.784, 0.023, -0.070, 507.195, 0.300, 0.007, 0.529, 0.609
 55.981, 0.020, -0.077, 498.487, 0.295, 0.010, 0.526, 0.594
 55.227, 0.016, -0.085, 489.880, 0.290, 0.011, 0.526, 0.580
 54.566, 0.011, -0.093, 481.400, 0.284, 0.011, 0.527, 0.565
 54.015, 0.007, -0.099, 473.059, 0.278, 0.011, 0.530, 0.552
