//dist, ballAng, tarAng, coll, obstAng, spin, for0, for1
 65.479, 0.323, 0.092, 169.830, 0.387, 0.013, 0.288, 0.584
 282.910, -2.259, 0.688, 404.935, -0.000, 1.958, 0.750, 0.750
 282.979, -2.259, 0.688, 404.811, -0.000, 0.000, 0.000, 0.750
 283.136, -2.263, 0.689, 404.525, -0.003, 0.003, 0.012, 0.750
 283.387, -2.272, 0.690, 404.110, -0.011, 0.008, 0.029, 0.750
 283.728, -2.285, 0.692, 403.553, -0.022, 0.012, 0.044, 0.750
 284.166, -2.302, 0.693, 402.850, -0.038, 0.015, 0.059, 0.750
 284.699, -2.323, 0.695, 401.994, -0.057, 0.019, 0.074, 0.750
 285.372, -2.347, 0.698, 400.957, -0.079, 0.021, 0.085, 0.750
 286.227, -2.373, 0.701, 399.705, -0.101, 0.023, 0.094, 0.750
 287.212, -2.400, 0.704, 398.236, -0.125, 0.024, 0.103, 0.750
 288.339, -2.429, 0.708, 396.588, -0.151, 0.026, 0.118, 0.750
 289.617, -2.463, 0.711, 394.776, -0.180, 0.029, 0.139, 0.750
 291.015, -2.499, 0.716, 392.789, -0.212, 0.032, 0.161, 0.750
 292.597, -2.538, 0.720, 390.621, -0.246, 0.034, 0.185, 0.750
 294.403, -2.578, 0.725, 388.257, -0.282, 0.036, 0.189, 0.750
 296.433, -2.619, 0.730, 385.685, -0.318, 0.036, 0.175, 0.750
 298.702, -2.661, 0.735, 382.941, -0.356, 0.038, 0.165, 0.750
 301.192, -2.706, 0.740, 380.065, -0.396, 0.040, 0.160, 0.750
 303.868, -2.755, 0.744, 377.065, -0.440, 0.044, 0.167, 0.750
 306.751, -2.806, 0.749, 373.935, -0.486, 0.046, 0.177, 0.750
 309.848, -2.860, 0.753, 370.727, -0.536, 0.050, 0.190, 0.750
 313.189, -2.916, 0.757, 367.444, -0.588, 0.052, 0.198, 0.750
 316.749, -2.974, 0.761, 364.092, -0.642, 0.055, 0.208, 0.750
 320.524, -3.034, 0.763, 360.723, -0.700, 0.057, 0.219, 0.750
 324.516, -3.096, 0.766, 357.353, -0.759, 0.060, 0.227, 0.750
 328.708, 3.124, 0.768, 353.964, -0.821, 0.062, -0.514, 0.750
 332.983, 3.055, 0.769, 350.701, -0.889, 0.068, -0.491, 0.750
 337.231, 2.977, 0.769, 347.660, -0.966, 0.077, -0.455, 0.750
 341.426, 2.891, 0.769, 344.874, -1.053, 0.087, -0.419, 0.750
 345.551, 2.796, 0.767, 342.321, -1.149, 0.096, -0.382, 0.750
 349.577, 2.692, 0.766, 340.016, -1.255, 0.105, -0.347, 0.750
 353.438, 2.580, 0.763, 338.063, -1.369, 0.115, -0.312, 0.750
 357.152, 2.459, 0.760, 336.384, -1.493, 0.124, -0.293, 0.750
 360.659, 2.329, 0.756, 335.029, -1.627, 0.133, -0.275, 0.750
 363.841, 2.191, 0.752, 334.122, -1.769, 0.142, -0.214, 0.750
 366.735, 2.046, 0.747, 333.569, -1.920, 0.151, -0.133, 0.707
 369.360, 1.895, 0.742, 333.351, -2.075, 0.156, -0.010, 0.605
 371.606, 1.745, 0.736, 333.561, -2.231, 0.156, 0.078, 0.500
 373.335, 1.601, 0.730, 334.245, -2.381, 0.150, 0.144, 0.396
 374.452, 1.463, 0.724, 335.410, -2.525, 0.144, 0.199, 0.298
 375.219, 1.334, 0.718, 336.805, -2.661, 0.135, 0.252, 0.233
 375.659, 1.213, 0.712, 338.369, -2.787, 0.126, 0.378, 0.268
 375.814, 1.102, 0.707, 340.050, -2.904, 0.117, 0.581, 0.304
 375.613, 1.000, 0.701, 341.842, -3.011, 0.108, 0.750, 0.338
 375.255, 0.905, 0.696, 343.705, -3.112, 0.100, 0.750, 0.367
 374.722, 0.816, 0.691, 345.655, 3.078, 0.094, 0.750, 0.392
 373.916, 0.732, 0.686, 347.689, 2.989, 0.089, 0.750, 0.412
 372.829, 0.652, 0.682, 349.809, 2.905, 0.084, 0.750, 0.428
 371.491, 0.574, 0.677, 352.074, 2.822, 0.083, 0.750, 0.434
 369.907, 0.497, 0.673, 354.482, 2.741, 0.081, 0.750, 0.439
 368.090, 0.422, 0.669, 357.002, 2.662, 0.079, 0.750, 0.447
 366.033, 0.349, 0.665, 359.593, 2.584, 0.077, 0.750, 0.455
 363.746, 0.277, 0.661, 362.245, 2.509, 0.075, 0.750, 0.397
 361.233, 0.208, 0.657, 364.880, 2.436, 0.073, 0.750, 0.298
 358.571, 0.143, 0.654, 367.448, 2.368, 0.068, 0.750, 0.221
 355.833, 0.086, 0.652, 369.878, 2.308, 0.060, 0.750, 0.143
 353.056, 0.036, 0.650, 372.146, 2.257, 0.051, 0.750, 0.064
 350.263, -0.004, 0.649, 374.264, 2.215, 0.042, 0.750, -0.008
 347.464, -0.036, 0.648, 376.282, 2.182, 0.033, 0.750, -0.057
 344.672, -0.059, 0.647, 378.178, 2.159, 0.023, 0.750, -0.084
 341.888, -0.072, 0.647, 379.942, 2.145, 0.014, 0.750, -0.103
 339.110, -0.076, 0.646, 381.630, 2.141, 0.004, 0.750, -0.109
 336.333, -0.070, 0.646, 383.305, 2.147, -0.005, 0.750, -0.078
 333.559, -0.055, 0.647, 384.935, 2.162, -0.015, 0.750, -0.020
 330.776, -0.031, 0.647, 386.550, 2.186, -0.024, 0.750, 0.045
 327.955, 0.001, 0.647, 388.211, 2.218, -0.032, 0.749, 0.123
 325.054, 0.039, 0.647, 389.934, 2.257, -0.039, 0.686, 0.148
 322.023, 0.083, 0.647, 391.781, 2.300, -0.043, 0.624, 0.165
 318.833, 0.129, 0.647, 393.787, 2.347, -0.046, 0.571, 0.185
 315.466, 0.178, 0.646, 396.000, 2.395, -0.048, 0.546, 0.255
 311.917, 0.229, 0.645, 398.453, 2.444, -0.049, 0.518, 0.328
 308.195, 0.280, 0.643, 401.152, 2.494, -0.050, 0.509, 0.401
 304.328, 0.332, 0.641, 404.130, 2.543, -0.049, 0.538, 0.475
 300.299, 0.383, 0.638, 407.355, 2.592, -0.048, 0.561, 0.549
 296.140, 0.435, 0.634, 410.867, 2.640, -0.048, 0.566, 0.613
 291.869, 0.488, 0.629, 414.674, 2.688, -0.048, 0.567, 0.688
 287.485, 0.541, 0.624, 418.745, 2.736, -0.047, 0.569, 0.750
 283.027, 0.595, 0.617, 423.094, 2.782, -0.047, 0.571, 0.750
 278.540, 0.649, 0.609, 427.727, 2.829, -0.046, 0.573, 0.750
 274.024, 0.703, 0.600, 432.630, 2.874, -0.046, 0.576, 0.750
 269.500, 0.758, 0.590, 437.793, 2.919, -0.045, 0.578, 0.750
 265.023, 0.814, 0.579, 443.222, 2.964, -0.044, 0.580, 0.750
 260.594, 0.871, 0.566, 448.902, 3.008, -0.044, 0.583, 0.750
 256.233, 0.928, 0.551, 454.810, 3.050, -0.043, 0.587, 0.750
 251.980, 0.985, 0.536, 460.935, 3.092, -0.041, 0.592, 0.750
 247.887, 1.042, 0.519, 463.258, -1.695, -0.040, 0.565, 0.750
 244.006, 1.098, 0.500, 464.836, -1.670, -0.038, 0.488, 0.750
 240.353, 1.152, 0.480, 466.307, -1.649, -0.034, 0.420, 0.750
 236.994, 1.199, 0.460, 467.653, -1.636, -0.026, 0.374, 0.750
 233.974, 1.237, 0.438, 468.847, -1.632, -0.017, 0.313, 0.750
 231.295, 1.267, 0.416, 469.902, -1.637, -0.008, 0.271, 0.750
 228.905, 1.288, 0.393, 470.884, -1.652, 0.002, 0.246, 0.739
 226.779, 1.300, 0.369, 471.826, -1.676, 0.011, 0.236, 0.686
 224.850, 1.304, 0.345, 472.802, -1.709, 0.020, 0.238, 0.644
 223.135, 1.299, 0.321, 473.801, -1.751, 0.030, 0.226, 0.602
 221.602, 1.286, 0.296, 474.861, -1.802, 0.038, 0.207, 0.560
 220.152, 1.267, 0.272, 476.082, -1.858, 0.044, 0.192, 0.525
 218.786, 1.243, 0.248, 477.456, -1.918, 0.048, 0.181, 0.513
 217.462, 1.216, 0.224, 479.010, -1.981, 0.051, 0.172, 0.517
 216.099, 1.187, 0.200, 480.806, -2.045, 0.053, 0.165, 0.522
 214.677, 1.155, 0.177, 482.841, -2.110, 0.054, 0.160, 0.529
 213.195, 1.121, 0.155, 485.089, -2.176, 0.056, 0.158, 0.534
 211.622, 1.085, 0.134, 487.555, -2.243, 0.057, 0.185, 0.551
 209.945, 1.047, 0.113, 490.243, -2.312, 0.060, 0.228, 0.572
 208.117, 1.007, 0.093, 493.187, -2.381, 0.060, 0.231, 0.597
 206.086, 0.965, 0.073, 496.429, -2.451, 0.062, 0.237, 0.623
 203.849, 0.921, 0.053, 499.964, -2.522, 0.064, 0.245, 0.653
 201.422, 0.873, 0.033, 503.763, -2.596, 0.067, 0.256, 0.685
 198.784, 0.824, 0.013, 507.831, -2.672, 0.069, 0.265, 0.722
 195.886, 0.772, -0.006, 511.112, -2.008, 0.071, 0.260, 0.750
 192.689, 0.717, -0.025, 512.591, -2.091, 0.074, 0.234, 0.750
 189.186, 0.660, -0.044, 514.549, -2.177, 0.076, 0.210, 0.750
 185.482, 0.600, -0.063, 516.866, -2.265, 0.079, 0.189, 0.750
 181.523, 0.535, -0.081, 519.626, -2.357, 0.083, 0.173, 0.750
 177.355, 0.466, -0.099, 522.763, -2.452, 0.087, 0.159, 0.627
 172.976, 0.394, -0.116, 526.281, -2.549, 0.089, 0.143, 0.516
 168.408, 0.321, -0.131, 530.176, -2.644, 0.088, 0.117, 0.442
 163.791, 0.251, -0.145, 534.265, -2.734, 0.084, 0.143, 0.412
 159.181, 0.184, -0.157, 538.456, -2.819, 0.080, 0.177, 0.446
 154.550, 0.121, -0.168, 542.765, -2.897, 0.074, 0.251, 0.468
 149.910, 0.062, -0.178, 547.160, -2.970, 0.068, 0.360, 0.489
 145.226, 0.008, -0.186, 551.663, -3.035, 0.062, 0.465, 0.503
 140.466, -0.042, -0.192, 556.292, -3.095, 0.056, 0.475, 0.516
 135.606, -0.089, -0.197, 561.059, 3.135, 0.052, 0.468, 0.527
 130.635, -0.134, -0.201, 565.968, 3.085, 0.048, 0.463, 0.530
 125.499, -0.179, -0.203, 571.061, 3.036, 0.047, 0.459, 0.482
 120.252, -0.222, -0.204, 576.285, 2.991, 0.044, 0.448, 0.432
 114.939, -0.262, -0.203, 578.759, -2.036, 0.040, 0.423, 0.374
 109.649, -0.298, -0.201, 580.181, -2.070, 0.034, 0.448, 0.323
 104.417, -0.329, -0.196, 581.862, -2.096, 0.026, 0.470, 0.281
 99.271, -0.354, -0.189, 583.812, -2.114, 0.019, 0.498, 0.271
 94.214, -0.375, -0.180, 585.977, -2.126, 0.011, 0.524, 0.258
 89.214, -0.390, -0.169, 588.285, -2.129, 0.004, 0.544, 0.242
 84.274, -0.398, -0.156, 590.705, -2.125, -0.005, 0.559, 0.223
 79.361, -0.399, -0.141, 593.173, -2.112, -0.013, 0.566, 0.203
 74.475, -0.394, -0.126, 595.664, -2.091, -0.021, 0.569, 0.185
 69.609, -0.382, -0.108, 598.143, -2.061, -0.029, 0.584, 0.202
 64.786, -0.365, -0.089, 600.669, -2.025, -0.037, 0.577, 0.246
 59.930, -0.344, -0.068, 603.192, -1.983, -0.041, 0.528, 0.304
 54.988, -0.323, -0.046, 605.651, -1.940, -0.044, 0.551, 0.287
 49.934, -0.301, -0.022, 608.001, -1.894, -0.045, 0.535, 0.319
 44.775, -0.280, 0.003, 609.753, 1.294, -0.046, 0.521, 0.343
 39.475, -0.260, 0.028, 607.771, 1.339, -0.045, 0.515, 0.320
 34.027, -0.241, 0.053, 606.073, 1.383, -0.044, 0.529, 0.298
 28.504, -0.224, 0.080, 604.550, 1.427, -0.044, 0.539, 0.274
 22.928, -0.207, 0.108, 603.210, 1.472, -0.045, 0.540, 0.243
 20.401, -0.180, 0.129, 602.015, 1.520, -0.048, 0.518, 0.199
 23.054, -0.129, 0.129, 601.055, 1.572, -0.052, 0.491, 0.193
 25.710, -0.072, 0.127, 600.281, 1.626, -0.054, 0.501, 0.375
 28.295, -0.015, 0.121, 599.761, 1.678, -0.052, 0.520, 0.654
 30.731, 0.042, 0.111, 599.559, 1.726, -0.048, 0.546, 0.667
 33.007, 0.098, 0.099, 599.600, 1.769, -0.044, 0.567, 0.590
 35.132, 0.152, 0.084, 599.897, 1.809, -0.040, 0.532, 0.612
 37.141, 0.204, 0.067, 600.412, 1.845, -0.036, 0.457, 0.620
 39.097, 0.253, 0.048, 601.186, 1.875, -0.030, 0.388, 0.637
 41.040, 0.297, 0.027, 602.239, 1.898, -0.023, 0.324, 0.688
 43.004, 0.336, 0.003, 603.542, 1.914, -0.016, 0.269, 0.743
 45.010, 0.368, -0.021, 605.023, 1.922, -0.007, 0.186, 0.709
 47.076, 0.390, -0.046, 606.659, 1.920, 0.002, 0.114, 0.671
 49.192, 0.403, -0.071, 608.387, 1.908, 0.011, 0.062, 0.637
 51.358, 0.407, -0.096, 609.812, -1.254, 0.021, 0.027, 0.597
 53.560, 0.400, -0.119, 607.994, -1.284, 0.030, 0.005, 0.558
 55.795, 0.384, -0.141, 606.220, -1.322, 0.038, -0.002, 0.520
 58.084, 0.359, -0.162, 604.532, -1.366, 0.044, 0.003, 0.480
 60.453, 0.328, -0.179, 602.962, -1.414, 0.049, 0.019, 0.449
 62.912, 0.291, -0.195, 601.551, -1.466, 0.052, 0.039, 0.449
 65.448, 0.249, -0.207, 600.365, -1.521, 0.055, 0.069, 0.443
 68.083, 0.202, -0.217, 599.345, -1.577, 0.056, 0.069, 0.472
 70.818, 0.151, -0.224, 598.593, -1.635, 0.058, 0.160, 0.493
 73.607, 0.095, -0.228, 598.127, -1.694, 0.059, 0.242, 0.489
 76.362, 0.039, -0.230, 597.878, -1.752, 0.058, 0.340, 0.491
 79.007, -0.017, -0.230, 597.922, -1.807, 0.055, 0.421, 0.501
 81.475, -0.071, -0.228, 598.189, -1.859, 0.052, 0.424, 0.511
 83.757, -0.125, -0.224, 598.744, -1.908, 0.049, 0.430, 0.522
 85.858, -0.178, -0.218, 599.572, -1.955, 0.047, 0.438, 0.474
 87.851, -0.230, -0.210, 600.695, -1.999, 0.044, 0.437, 0.420
 89.793, -0.278, -0.201, 602.041, -2.037, 0.038, 0.436, 0.351
 91.737, -0.321, -0.190, 603.605, -2.069, 0.031, 0.471, 0.290
 93.723, -0.357, -0.178, 605.401, -2.093, 0.024, 0.506, 0.255
 95.754, -0.387, -0.165, 607.367, -2.108, 0.016, 0.543, 0.237
 97.817, -0.409, -0.151, 609.482, -2.116, 0.008, 0.573, 0.217
 99.906, -0.422, -0.137, 608.292, 1.026, -0.001, 0.594, 0.197
 102.028, -0.428, -0.123, 603.525, -0.226, -0.009, 0.568, 0.219
 104.174, -0.426, -0.108, 598.387, -0.210, -0.017, 0.572, 0.191
 106.338, -0.417, -0.092, 593.249, -0.186, -0.025, 0.589, 0.180
 108.470, -0.399, -0.078, 588.083, -0.155, -0.033, 0.607, 0.189
 110.543, -0.374, -0.064, 582.878, -0.117, -0.040, 0.584, 0.214
 112.506, -0.341, -0.051, 577.601, -0.073, -0.046, 0.552, 0.261
 114.345, -0.304, -0.039, 572.239, -0.024, -0.050, 0.522, 0.315
 116.010, -0.264, -0.029, 566.764, 0.026, -0.051, 0.495, 0.372
 117.482, -0.225, -0.019, 561.174, 0.074, -0.049, 0.523, 0.427
 118.766, -0.188, -0.011, 555.479, 0.119, -0.045, 0.551, 0.480
 119.826, -0.152, -0.005, 549.643, 0.162, -0.043, 0.569, 0.527
 120.650, -0.117, 0.001, 543.670, 0.204, -0.041, 0.559, 0.546
 121.233, -0.083, 0.005, 537.534, 0.244, -0.040, 0.545, 0.559
 121.594, -0.050, 0.009, 531.277, 0.283, -0.037, 0.555, 0.602
 121.745, -0.018, 0.011, 524.933, 0.320, -0.035, 0.582, 0.666
 121.674, 0.015, 0.011, 518.515, 0.355, -0.033, 0.602, 0.728
 121.375, 0.047, 0.010, 511.987, 0.389, -0.031, 0.618, 0.732
 120.855, 0.079, 0.007, 505.366, 0.423, -0.030, 0.631, 0.738
 120.119, 0.111, 0.003, 498.664, 0.456, -0.029, 0.591, 0.745
 119.185, 0.143, -0.003, 491.861, 0.488, -0.027, 0.540, 0.750
 118.117, 0.170, -0.009, 485.023, 0.515, -0.022, 0.485, 0.750
 116.998, 0.193, -0.016, 478.257, 0.537, -0.015, 0.436, 0.750
 115.856, 0.209, -0.025, 471.574, 0.551, -0.007, 0.395, 0.750
 114.690, 0.218, -0.035, 464.949, 0.556, 0.001, 0.363, 0.744
 113.525, 0.218, -0.046, 458.415, 0.554, 0.010, 0.341, 0.691
 112.360, 0.211, -0.058, 451.954, 0.543, 0.019, 0.328, 0.648
 111.205, 0.196, -0.071, 445.554, 0.524, 0.027, 0.324, 0.617
 110.055, 0.175, -0.083, 439.182, 0.499, 0.033, 0.329, 0.599
 108.935, 0.148, -0.094, 432.852, 0.470, 0.038, 0.341, 0.592
 107.843, 0.118, -0.106, 426.552, 0.437, 0.041, 0.357, 0.592
 106.747, 0.085, -0.116, 420.254, 0.402, 0.043, 0.394, 0.584
 105.610, 0.051, -0.126, 413.923, 0.367, 0.043, 0.435, 0.572
 104.388, 0.018, -0.133, 407.466, 0.334, 0.040, 0.487, 0.569
 103.085, -0.012, -0.139, 400.892, 0.306, 0.036, 0.515, 0.571
 101.706, -0.039, -0.144, 394.227, 0.281, 0.031, 0.496, 0.579
 100.240, -0.064, -0.147, 387.466, 0.261, 0.027, 0.481, 0.586
 98.720, -0.088, -0.149, 380.637, 0.242, 0.025, 0.490, 0.572
 97.166, -0.111, -0.150, 373.756, 0.225, 0.023, 0.499, 0.546
 95.591, -0.135, -0.149, 366.807, 0.209, 0.022, 0.509, 0.524
 94.007, -0.157, -0.146, 359.832, 0.196, 0.019, 0.519, 0.507
 92.420, -0.176, -0.142, 352.828, 0.187, 0.014, 0.528, 0.492
 90.811, -0.192, -0.136, 345.778, 0.183, 0.010, 0.532, 0.475
 89.183, -0.205, -0.129, 338.698, 0.183, 0.005, 0.534, 0.457
 87.536, -0.214, -0.121, 331.582, 0.187, 0.001, 0.538, 0.443
 85.896, -0.221, -0.113, 324.457, 0.195, -0.003, 0.547, 0.433
 84.266, -0.225, -0.103, 317.322, 0.207, -0.007, 0.558, 0.428
 82.642, -0.225, -0.092, 310.176, 0.223, -0.011, 0.574, 0.428
 81.000, -0.222, -0.080, 303.009, 0.242, -0.015, 0.584, 0.419
 79.325, -0.216, -0.068, 295.833, 0.266, -0.019, 0.597, 0.414
 77.638, -0.206, -0.056, 288.688, 0.295, -0.023, 0.621, 0.442
 75.896, -0.192, -0.045, 281.550, 0.327, -0.026, 0.618, 0.473
 74.037, -0.176, -0.033, 274.374, 0.361, -0.028, 0.618, 0.498
 72.062, -0.159, -0.023, 267.203, 0.397, -0.028, 0.624, 0.522
 69.966, -0.143, -0.014, 260.037, 0.431, -0.026, 0.633, 0.545
 67.724, -0.127, -0.005, 252.848, 0.466, -0.025, 0.632, 0.555
 65.278, -0.112, 0.003, 245.602, 0.501, -0.024, 0.627, 0.551
 62.633, -0.096, 0.011, 238.323, 0.537, -0.024, 0.618, 0.532
 59.846, -0.081, 0.017, 231.081, 0.573, -0.022, 0.612, 0.513
 56.968, -0.064, 0.021, 223.973, 0.609, -0.021, 0.631, 0.543
 54.008, -0.047, 0.024, 217.005, 0.647, -0.021, 0.645, 0.577
 50.934, -0.029, 0.025, 210.137, 0.685, -0.020, 0.659, 0.612
 47.704, -0.011, 0.025, 203.392, 0.723, -0.019, 0.671, 0.675
 44.270, 0.009, 0.022, 196.719, 0.763, -0.018, 0.681, 0.716
 40.630, 0.029, 0.018, 190.152, 0.804, -0.016, 0.688, 0.723
 36.805, 0.049, 0.011, 183.745, 0.845, -0.014, 0.680, 0.733
 32.794, 0.070, 0.001, 177.496, 0.887, -0.012, 0.650, 0.748
 28.638, 0.091, -0.011, 171.465, 0.928, -0.009, 0.592, 0.731
 24.397, 0.110, -0.028, 165.745, 0.967, -0.004, 0.525, 0.703
 20.142, 0.128, -0.048, 160.381, 1.001, 0.003, 0.456, 0.668
 20.519, 0.131, -0.062, 155.406, 1.031, 0.009, 0.424, 0.648
 22.898, 0.124, -0.070, 150.795, 1.056, 0.016, 0.417, 0.639
 25.302, 0.110, -0.077, 146.507, 1.078, 0.020, 0.421, 0.618
 27.768, 0.092, -0.082, 142.570, 1.098, 0.024, 0.434, 0.593
 30.347, 0.071, -0.086, 139.010, 1.117, 0.025, 0.476, 0.571
 33.041, 0.049, -0.089, 135.830, 1.137, 0.025, 0.545, 0.550
 436.638, -1.940, 0.369, 266.717, 1.479, 1.589, 0.750, -0.240
 436.636, -1.935, 0.369, 266.719, 1.484, -0.005, 0.514, -0.236
 436.636, -1.921, 0.369, 266.719, 1.498, -0.014, 0.510, -0.226
 436.667, -1.897, 0.369, 266.686, 1.522, -0.024, 0.504, -0.210
 436.701, -1.864, 0.369, 266.653, 1.555, -0.033, 0.495, -0.187
 436.766, -1.822, 0.369, 266.594, 1.597, -0.042, 0.499, -0.186
 436.812, -1.771, 0.369, 266.562, 1.648, -0.050, 0.514, -0.203
 436.846, -1.713, 0.369, 266.552, 1.706, -0.059, 0.529, -0.192
 436.836, -1.647, 0.369, 266.600, 1.773, -0.066, 0.514, -0.132
 436.862, -1.577, 0.370, 266.646, 1.845, -0.071, 0.494, -0.080
 436.900, -1.504, 0.371, 266.729, 1.919, -0.073, 0.512, -0.035
 436.887, -1.431, 0.372, 266.916, 1.996, -0.075, 0.527, 0.009
 436.891, -1.357, 0.374, 267.149, 2.075, -0.076, 0.525, 0.053
 436.844, -1.282, 0.376, 267.500, 2.155, -0.077, 0.548, 0.076
 436.709, -1.208, 0.379, 268.005, 2.236, -0.077, 0.599, 0.075
 436.399, -1.133, 0.382, 268.736, 2.317, -0.078, 0.660, 0.073
 435.868, -1.058, 0.385, 269.730, 2.400, -0.079, 0.737, 0.069
 435.098, -0.981, 0.389, 270.993, 2.485, -0.081, 0.750, 0.065
 434.111, -0.902, 0.393, 272.506, 2.572, -0.082, 0.750, 0.057
 432.890, -0.823, 0.397, 274.280, 2.660, -0.084, 0.750, 0.048
 431.411, -0.741, 0.401, 276.329, 2.750, -0.085, 0.750, 0.034
 429.696, -0.659, 0.405, 278.629, 2.840, -0.087, 0.750, 0.019
 427.735, -0.575, 0.409, 281.171, 2.933, -0.089, 0.750, 0.003
 425.552, -0.487, 0.413, 283.912, 3.028, -0.092, 0.659, -0.010
 423.183, -0.394, 0.417, 286.808, 3.128, -0.097, 0.504, -0.023
 420.677, -0.298, 0.421, 289.805, -3.054, -0.100, 0.413, -0.033
 418.094, -0.203, 0.425, 292.815, -2.953, -0.099, 0.437, 0.063
 415.402, -0.110, 0.428, 295.850, -2.856, -0.096, 0.467, 0.174
 412.557, -0.019, 0.431, 298.950, -2.763, -0.093, 0.507, 0.317
 409.553, 0.069, 0.433, 302.117, -2.673, -0.090, 0.554, 0.345
 406.404, 0.155, 0.435, 305.313, -2.586, -0.088, 0.488, 0.336
 403.164, 0.239, 0.436, 308.463, -2.504, -0.085, 0.418, 0.343
 399.920, 0.319, 0.436, 311.475, -2.428, -0.080, 0.445, 0.452
 396.640, 0.395, 0.435, 314.404, -2.356, -0.076, 0.461, 0.536
 393.316, 0.470, 0.434, 317.248, -2.288, -0.073, 0.469, 0.645
 389.942, 0.543, 0.432, 320.041, -2.223, -0.071, 0.478, 0.750
 386.606, 0.615, 0.429, 322.680, -2.161, -0.068, 0.489, 0.750
 383.279, 0.685, 0.425, 325.218, -2.102, -0.066, 0.496, 0.750
 379.984, 0.754, 0.420, 327.644, -2.046, -0.064, 0.504, 0.750
 376.681, 0.823, 0.415, 330.018, -1.991, -0.063, 0.508, 0.750
 373.415, 0.892, 0.408, 332.303, -1.938, -0.062, 0.511, 0.750
 370.214, 0.960, 0.401, 334.491, -1.887, -0.061, 0.517, 0.750
 367.142, 1.026, 0.393, 336.532, -1.839, -0.059, 0.526, 0.750
 364.320, 1.092, 0.385, 338.306, -1.793, -0.057, 0.479, 0.750
 361.630, 1.157, 0.375, 339.970, -1.750, -0.055, 0.401, 0.750
 359.071, 1.217, 0.365, 341.559, -1.711, -0.050, 0.322, 0.750
 356.721, 1.270, 0.354, 343.016, -1.681, -0.043, 0.257, 0.750
 354.639, 1.315, 0.343, 344.294, -1.659, -0.034, 0.208, 0.750
 352.776, 1.351, 0.332, 345.453, -1.647, -0.024, 0.173, 0.750
 351.138, 1.377, 0.321, 346.487, -1.644, -0.015, 0.150, 0.750
 349.751, 1.394, 0.309, 347.374, -1.650, -0.006, 0.139, 0.750
 348.540, 1.402, 0.297, 348.191, -1.666, 0.004, 0.128, 0.725
 347.446, 1.401, 0.285, 349.000, -1.691, 0.013, 0.116, 0.668
 346.449, 1.390, 0.273, 349.823, -1.726, 0.022, 0.110, 0.616
 345.534, 1.371, 0.261, 350.675, -1.769, 0.032, 0.109, 0.567
 344.636, 1.343, 0.249, 351.621, -1.821, 0.040, 0.113, 0.539
 343.704, 1.307, 0.237, 352.712, -1.881, 0.048, 0.123, 0.518
 342.776, 1.264, 0.225, 353.906, -1.947, 0.055, 0.139, 0.504
 341.830, 1.217, 0.213, 355.223, -2.018, 0.060, 0.158, 0.496
 340.788, 1.166, 0.201, 356.730, -2.092, 0.062, 0.183, 0.495
 339.586, 1.114, 0.190, 358.488, -2.166, 0.064, 0.210, 0.498
 338.203, 1.063, 0.178, 360.514, -2.240, 0.063, 0.240, 0.504
 336.650, 1.013, 0.166, 362.797, -2.311, 0.062, 0.238, 0.513
 334.908, 0.964, 0.155, 365.348, -2.382, 0.061, 0.232, 0.525
 332.940, 0.915, 0.143, 368.196, -2.452, 0.061, 0.232, 0.538
 330.758, 0.866, 0.132, 371.313, -2.521, 0.060, 0.230, 0.551
 328.437, 0.817, 0.120, 374.636, -2.590, 0.060, 0.230, 0.564
 325.894, 0.767, 0.109, 378.215, -2.659, 0.061, 0.235, 0.576
 323.092, 0.716, 0.098, 382.066, -2.729, 0.063, 0.239, 0.589
 320.007, 0.662, 0.087, 386.186, -2.799, 0.064, 0.244, 0.602
 316.631, 0.608, 0.077, 390.571, -2.870, 0.065, 0.248, 0.615
 312.959, 0.551, 0.067, 395.205, -2.941, 0.066, 0.254, 0.629
 309.030, 0.493, 0.057, 400.056, -3.013, 0.068, 0.258, 0.643
 304.850, 0.434, 0.048, 405.110, -3.085, 0.069, 0.262, 0.593
 300.427, 0.374, 0.039, 410.341, 3.127, 0.069, 0.263, 0.520
 295.809, 0.314, 0.031, 415.652, 3.058, 0.067, 0.300, 0.478
 291.020, 0.258, 0.024, 421.006, 2.994, 0.064, 0.380, 0.458
 286.119, 0.207, 0.017, 426.372, 2.936, 0.058, 0.453, 0.505
 281.072, 0.160, 0.011, 431.785, 2.883, 0.053, 0.521, 0.540
 275.847, 0.116, 0.005, 437.287, 2.834, 0.050, 0.579, 0.559
 270.409, 0.072, 0.001, 442.874, 2.788, 0.048, 0.634, 0.566
 264.761, 0.030, -0.004, 447.634, -2.696, 0.047, 0.686, 0.571
 258.908, -0.012, -0.007, 452.545, -2.748, 0.046, 0.736, 0.575
 252.863, -0.053, -0.011, 457.741, -2.799, 0.044, 0.731, 0.581
 246.651, -0.093, -0.013, 463.221, -2.847, 0.042, 0.727, 0.588
 240.270, -0.133, -0.015, 468.967, -2.894, 0.041, 0.723, 0.560
 233.741, -0.170, -0.015, 474.956, -2.937, 0.039, 0.719, 0.506
 227.133, -0.204, -0.015, 481.114, -2.976, 0.034, 0.715, 0.458
 220.509, -0.232, -0.014, 487.406, -3.007, 0.027, 0.715, 0.417
 213.904, -0.254, -0.012, 493.791, -3.030, 0.020, 0.718, 0.386
 207.337, -0.270, -0.008, 500.249, -3.044, 0.012, 0.728, 0.364
